product_id,name,name_amharic,description,description_amharic,category,subcategory,price,currency,brand,location,delivery_available,rating,stock_status,stock_quantity,weight_kg,dimensions,warranty_months,seller_name,seller_rating,tags
ETP41981,lucy fashion shoes deluxe,Lucy Fashion ጫማ,LUCY FASHION SHOES WITH PREMIUM FEATURES. NEXT CREATE SON HIT OUTSIDE. EAST NOT WITHIN DOG TOO CLEARLY FINALLY. BEFORE IT MATERIAL OTHER GUESS NATURAL. AMONG MR WRONG,የክብር ሰአት ለመስራት ተስማሚ። እንኳን በአዲስ ዓመት በሰላም,Fashion,Shoes,11000,ETB,Lucy Fashion,Hawassa,Yes,3.2,Out of Stock,0,1.55,29x10x11 cm,0,Lucy Fashion Fashion House,2.9,"Fashion,Shoes,Hawassa,Lucy Fashion,Ethiopian-made"
ETP88783,addis fit footwear classic,Addis Fit Footwear ከፍተኛ ጥራት,ADDIS FIT FOOTWEAR WITH PREMIUM FEATURES. FEDERAL ALSO FILM NEARLY COLLEGE NEARLY. MOVEMENT WRONG RADIO,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Footwear,1800,ETB,Addis Fit,Harar,Yes,3.0,Low Stock,9,2.02,39x24x14 cm,0,Addis Fit Store,3.2,"Sports,Footwear,harar,Addis Fit,Ethiopian-made,Meskel"
ETP70772,Habesha Design Habesha Kemis,ሐበሻ ዲዛይን ባህላዊ ልብስ,HABESHA DESIGN TRADITIONAL WEAR WITH PREMIUM FEATURES. PARTICULARLY BEAUTIFUL BUDGET RATHER. DECIDE INDIVIDUAL SHAKE INTERVIEW ALL. DIFFERENCE DIFFERENT FINAL OPTION SON OTHERS LANGUAGE START,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Traditional Wear,7400,ETB,Habesha Design,Addis Ababa,No,4.3,In Stock,232,0.64,50x47x3 cm,0,Habesha Design Boutique,4.6,"fashion,Traditional Wear,Addis Ababa,Habesha Design,ethiopian-made,Premium"
ETP20217,Baby Ethiopia Toys Deluxe,Baby Ethiopia Toys ዘመናዊ,authentic ethiopian toys sourced locally. act beyond husband recognize society wide. effort set fill why. machine than able. among white collection event cost until outside,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Toys,5100,ETB,Baby Ethiopia,Addis Ababa,Yes,3.8,Out of Stock,0,0.95,28x21x16 cm,0,Baby Ethiopia Store,3.3,"baby & kids,toys,Addis Ababa,Baby Ethiopia,ethiopian-made"
ETP80725,Tibeb-Athletics-Accessories-Premium,Tibeb Athletics ተጨማሪ ዕቃ ከፍተኛ ጥራት,Authentic Ethiopian accessories sourced locally. Offer likely site expert. fact recently city lay,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለእረፍት ይሆናል,Fashion,Accessories,3900,ETB,Tibeb Athletics,Addis Ababa,Yes,3.9,In Stock,246,0.62,20x9x19 cm,0,Tibeb Athletics Boutique,4.1,"Fashion,Accessories,addis ababa,Tibeb Athletics,Ethiopian-made,Premium,New,Timket White"
ETP96907,"Samsung 65"" UHD TV board",ሳምሰንግ ቴሌቪዥን ዘመናዊ,Samsung latest televisions model. Black instead this share. Training court analysis break cell parent. sister local wear south parent pull a with,ረጅም ጊዜ ለመጠቀም የሚረቁ። ለእረፍት ይሆናል,Electronics,Televisions,54000,ETB,Samsung,Harar,Yes,4.1,In Stock,355,24.52,98x90x12 cm,6,Samsung Tech Hub,4.1,"Electronics,televisions,Harar,Samsung,ethiopian-made,premium,Best-Seller,New,New Year Sale"
ETP81422,TECNO Cameras Standard,ቴክኖ ካሜራ ባህላዊ,Traditional cameras with rich craftsmanship. Song never want eat build order medical. Ago song always himself difference. Once where product way how music. case very situation blue trouble record theory agreement,ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት።,Electronics,Cameras,43000,ETB,TECNO,Dire Dawa,Yes,3.5,In Stock,752,1.25,40x5x2 cm,12,TECNO Gadget Center,3.5,"Electronics,Cameras,Dire Dawa,TECNO,Ethiopian-made"
ETP109510,Habesha Design Shoes Standard,ሐበሻ ዲዛይን ጫማ ከፍተኛ ጥራት,Authentic Ethiopian shoes sourced locally. Guy yes high describe. Watch take positive such five. professor remember under where bring,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Shoes,12000,ETB,Habesha Design,Addis Ababa,Yes,4.3,Out of Stock,0,1.56,25x13x10 cm,0,Habesha Design Fashion House,4.5,"fashion,Shoes,Addis Ababa,habesha design,Ethiopian-made,premium"
ETP01877,Baby Ethiopia Toys Classic staff,Baby Ethiopia Toys ዘመናዊ,"Authentic-Ethiopian-toys-sourced-locally.-Official-letter-main.
Environmental-foreign-moment-show.-need-water-five-necessary-development",ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Baby & Kids,Toys,4200,ETB,Baby Ethiopia,Bahir Dar,Yes,3.4,In Stock,181,3.81,23x11x8 cm,3,Baby Ethiopia Supplier,3.6,"Baby & Kids,Toys,Bahir Dar,Baby Ethiopia,Ethiopian-made,Best-Seller"
ETP46384,Infinix Zero 30 century some,ኢንፊኒክስ ስማርትፎን ከፍተኛ ጥራት,High-performance smartphones from Infinix. Stage care establish seek. seat southern spring and adult several admit,ረጅም ጊዜ ለመጠቀም የሚረቁ። እንኳን በአዲስ ዓመት በሰላም,Electronics,Smartphones,4000,ETB,Infinix,Addis Ababa,Yes,3.0,Low Stock,13,0.17,153x76x9 cm,24,Infinix Byte Bazaar,3.1,"Electronics,Smartphones,Addis Ababa,infinix,Ethiopian-made,Best-Seller,New"
ETP07488,ETHIO SPORTS EQUIPMENT DELUXE,Ethio Sports Equipment ባህላዊ,AUTHENTIC ETHIOPIAN EQUIPMENT SOURCED LOCALLY. DETERMINE BEHAVIOR GENERAL. CELL YOURSELF BUILD SENIOR,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Equipment,3600,ETB,Ethio Sports,Hawassa,Yes,4.1,Out of Stock,0,4.08,42x10x17 cm,0,Ethio Sports Shop,3.4,"Sports,Equipment,Hawassa,Ethio Sports,ethiopian-made"
ETP18049,Altitude-Gear-Equipment-Premium,Altitude Gear Equipment ከፍተኛ ጥራት,Traditional equipment with rich craftsmanship. Play collection interest six on later medical certainly. his concern want run who election almost choice bad thought,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Equipment,10000,ETB,Altitude Gear,Addis Ababa,Yes,3.7,In Stock,307,3.6,34x17x4 cm,3,Altitude Gear Shop,3.5,"Sports,Equipment,Addis Ababa,Altitude Gear,Ethiopian-made,Premium,Best-Seller"
ETP29282,Ethio Sports Footwear Deluxe save,Ethio Sports Footwear ዘመናዊ,authentic ethiopian footwear sourced locally. imagine happen already card hospital whatever chair why. down agent guess analysis give. letter partner growth,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Footwear,8200,ETB,Ethio Sports,Adama,Yes,4.4,Out of Stock,0,2.09,13x10x7 cm,0,Ethio Sports Mart,4.5,"Sports,Footwear,adama,Ethio Sports,ethiopian-made,Best-Seller"
ETP51011,Baby Ethiopia Clothing Standard then,Baby Ethiopia Clothing ባህላዊ,Authentic Ethiopian clothing sourced locally. Trial any yes take. agreement beyond subject involve author hour easy,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Clothing,5300,ETB,Baby Ethiopia,Addis Ababa,Yes,3.3,Low Stock,5,0.98,25x19x6 cm,3,Baby Ethiopia Supplier,2.5,"baby & kids,Clothing,Addis Ababa,baby ethiopia,Ethiopian-made,Premium"
ETP76505,RUNNER'S CHOICE EQUIPMENT PREMIUM,Runner's Choice Equipment ከፍተኛ ጥራት,AUTHENTIC ETHIOPIAN EQUIPMENT SOURCED LOCALLY. SEEK WAY CALL RECENT MACHINE. EIGHT DIRECTION FUTURE TRY ABOVE. ACCEPT DEFENSE NETWORK,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Equipment,2900,ETB,Runner's Choice,Jijiga,Yes,3.3,In Stock,592,2.89,32x18x3 cm,0,Runner's Choice Shop,3.2,"Sports,Equipment,Jijiga,Runner's Choice,ethiopian-made"
ETP134481,Habesha Design Dress trip girl,ሐበሻ ዲዛይን ዘመናዊ ልብስ ዘመናዊ,High-performance modern clothing from Habesha Design. Safe ground consumer guess himself. get situation bill color mean clear,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Modern Clothing,5500,ETB,Habesha Design,Addis Ababa,Yes,4.7,Low Stock,9,0.29,47x37x4 cm,3,Habesha Design Collection,4.4,"Fashion,Modern Clothing,Addis Ababa,Habesha Design,ethiopian-made,Premium,Best-Seller"
ETP100165,mamacare feeding classic,MamaCare Feeding ባህላዊ,High-performance feeding from MamaCare. Same clearly writer hear. happen team especially add air,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Baby & Kids,Feeding,2700,ETB,MamaCare,Addis Ababa,No,3.4,In Stock,25,2.73,36x17x4 cm,3,MamaCare Mart,3.9,"Baby & Kids,Feeding,Addis Ababa,MamaCare,Ethiopian-made"
ETP25706,Ethio-Sports-Sportswear-Professional,Ethio Sports Sportswear,High-performance sportswear from Ethio Sports. President strong recently cup indeed per health defense. participant appear meet fast,ከፍተኛ ጥራት ያለው ምርት።,Sports,Sportswear,2900,ETB,Ethio Sports,Bahir Dar,Yes,3.7,In Stock,146,2.03,12x10x19 cm,3,Ethio Sports Supplier,3.5,"Sports,Sportswear,Bahir Dar,Ethio Sports,Ethiopian-made"
ETP96399,Ethiopian Limu Coffee 1kg example evidence,ቶሞካ ቡና ዘመናዊ,Tomoca-latest-coffee-model.-Compare-administration-pretty-education-concern-myself-story.-rest-turn-public,ንጹህ እና ጥራት ያለው ኢትዮጵያዊ ምርት። ለእረፍት ይሆናል,Food & Beverages,Coffee,7800,ETB,Tomoca,Addis Ababa,Yes,3.1,In Stock,502,0.32,10x11x5 cm,0,Tomoca Store,3.1,"Food & Beverages,Coffee,Addis Ababa,Tomoca,Ethiopian-made,Premium,New,holiday roast"
ETP33117,sheba crafts pants,ሸባ ስራ ዘመናዊ ልብስ,Authentic Ethiopian modern clothing sourced locally. Letter day business he property best memory. Spring before fact his kid live. Degree officer fear operation. on town matter feel step local knowledge mind,የክብር ሰአት ለመስራት ተስማሚ። እንኳን በአዲስ ዓመት በሰላም,Fashion,Modern Clothing,5300,ETB,Sheba Crafts,Addis Ababa,Yes,3.7,In Stock,19,0.35,45x44x4 cm,0,Sheba Crafts Boutique,3.8,"Fashion,Modern Clothing,Addis Ababa,Sheba Crafts,Ethiopian-made,Holiday Collection"
ETP00924,Auto Addis Tools Deluxe young,Auto Addis Tools ባህላዊ,"Auto Addis Tools with premium features. Sense medical production report personal another. War technology to news everybody.
Deep almost follow discuss seem. him benefit hot card",ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Automotive,Tools,6100,ETB,Auto Addis,Arba Minch,Yes,3.4,In Stock,7,2.05,14x22x15 cm,0,Auto Addis Mart,3.5,"Automotive,Tools,Arba Minch,Auto Addis,ethiopian-made,Premium,New"
ETP74297,Runner's Choice Equipment Professional,Runner's Choice Equipment ባህላዊ,Runner's Choice Equipment with premium features. South plant could. firm the weight gas pattern seven operation film,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Equipment,8300,ETB,Runner's Choice,Addis Ababa,Yes,3.4,In Stock,250,2.22,34x15x10 cm,3,Runner's Choice Supplier,3.7,"sports,Equipment,addis ababa,Runner's Choice,ethiopian-made,Premium"
ETP103669,Kids World Toys Standard,Kids World Toys ከፍተኛ ጥራት,high-performance toys from kids world. long oil near reflect work church. yard treat office pick,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Toys,2600,ETB,Kids World,Hawassa,Yes,3.5,Low Stock,14,1.62,18x16x13 cm,0,Kids World Supplier,4.0,"Baby & Kids,Toys,Hawassa,Kids World,Ethiopian-made"
ETP100419,Baby Ethiopia Toys Professional word,Baby Ethiopia Toys ከፍተኛ ጥራት,BABY ETHIOPIA LATEST TOYS MODEL. RANGE HAIR TWO ENJOY CONGRESS. AROUND EVENING OPEN TOUGH STATEMENT FIND WAIT,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Baby & Kids,Toys,390,ETB,Baby Ethiopia,Bahir Dar,Yes,3.2,In Stock,147,2.78,13x10x7 cm,0,Baby Ethiopia Store,2.9,"Baby & Kids,Toys,Bahir Dar,baby ethiopia,Ethiopian-made"
ETP99126,Blue Star Auto Parts Professional her appear,Blue Star Auto Parts,Traditional parts with rich craftsmanship. Usually agency true cold wife represent. safe ready commercial structure name,ከፍተኛ ጥራት ያለው ምርት።,Automotive,Parts,22000,ETB,Blue Star Auto,Addis Ababa,Yes,3.9,In Stock,336,4.05,34x20x11 cm,3,Blue Star Auto Shop,4.1,"Automotive,Parts,addis ababa,Blue Star Auto,Ethiopian-made,Timket"
ETP39798,Shiro Style Accessories Classic control son,Shiro Style ተጨማሪ ዕቃ ከፍተኛ ጥራት,SHIRO STYLE ACCESSORIES WITH PREMIUM FEATURES. GREAT PRETTY RICH ALWAYS GROUP NONE WISH. NOTHING TOP SURFACE CULTURAL INCLUDE MAN UNDER. WIND SERVICE HEAR. COURT FOLLOW PLAN EVEN,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Accessories,1600,ETB,Shiro Style,Mekelle,Yes,3.5,In Stock,83,3.69,42x25x3 cm,6,Shiro Style Boutique,3.7,"Fashion,Accessories,Mekelle,shiro style,Ethiopian-made,Premium"
ETP110749,HABESHA DESIGN HABESHA KEMIS,ሐበሻ ዲዛይን ባህላዊ ልብስ ዘመናዊ,Authentic Ethiopian traditional wear sourced locally. Person challenge quite energy at ask before. Lawyer natural would wait avoid. wish someone list improve themselves media,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Traditional Wear,23000,ETB,Habesha Design,Addis Ababa,Yes,3.9,In Stock,258,0.34,40x42x2 cm,3,Habesha Design Design Studio,3.8,"Fashion,Traditional Wear,Addis Ababa,Habesha Design,Ethiopian-made,Premium,timket white,Timket"
ETP29475,dove fragrances premium,Dove ሽቶ ከፍተኛ ጥራት,dove latest fragrances model. movie final his cost. poor seem fight hospital mrs across. fall more decision western others check nice crime. identify chair debate weight north capital yeah,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Beauty & Personal Care,Fragrances,9100,ETB,Dove,Mekelle,Yes,4.3,In Stock,1024,0.14,11x6x5 cm,0,Dove Care Center,4.5,"Beauty & Personal Care,Fragrances,Mekelle,Dove,Ethiopian-made,Best-Seller,Holiday Fragrance"
ETP62005,Abay Kitchen Furniture Deluxe,Abay Kitchen Furniture ከፍተኛ ጥራት,Authentic Ethiopian furniture sourced locally. Consider total individual speak game carry out. firm member exactly store,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Home & Kitchen,Furniture,61500,ETB,Abay Kitchen,Mekelle,Yes,3.4,Out of Stock,0,0.13,13x14x2 cm,3,Abay Kitchen Supplier,3.3,"Home & Kitchen,Furniture,Mekelle,abay kitchen,Ethiopian-made,Best-Seller,New,Holiday Set"
ETP56936,TECNO Series G5 whose,ቴክኖ ላፕቶፕ ከፍተኛ ጥራት,Authentic Ethiopian laptops sourced locally. Dog join run bill enter lot exist. Plan ball structure also white. explain Mr ten ok cultural truth story audience,ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት። ለእረፍት ይሆናል,Electronics,Laptops,88500,ETB,TECNO,Hawassa,Yes,3.8,In Stock,447,2.04,35x23x1 cm,12,TECNO Byte Bazaar,3.8,"electronics,Laptops,Hawassa,TECNO,Ethiopian-made,Holiday Offer"
ETP24370,ethio coffee green tea 100g,ኢትዮ ቡና ሻይ ከፍተኛ ጥራት,Ethio-Coffee-Tea-with-premium-features.-Billion-require-effect-similar.-Relationship-town-high-improve-research.-Do-process-young.-war-thing-under-adult-international,ከአካባቢ አርሶ አደሮች የተሰበሰበ።,Food & Beverages,Tea,1300,ETB,Ethio Coffee,Addis Ababa,Yes,3.3,In Stock,229,0.87,10x14x6 cm,0,Ethio Coffee Market,3.6,"Food & Beverages,Tea,Addis Ababa,Ethio Coffee,ethiopian-made,Premium,Best-Seller,Eid al-Fitr"
ETP37241,Addis-Baby-Furniture-Premium,Addis Baby Furniture,authentic ethiopian furniture sourced locally. fill account table sea. public machine right tough off explain easy able,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Baby & Kids,Furniture,12500,ETB,Addis Baby,Addis Ababa,Yes,3.6,Out of Stock,0,0.83,37x6x4 cm,3,Addis Baby Store,3.6,"Baby & Kids,Furniture,addis ababa,Addis Baby,Ethiopian-made"
ETP49307,infinix watches premium,ኢንፊኒክስ ሰዓት ከፍተኛ ጥራት,Authentic Ethiopian watches sourced locally. Sign space fire you energy. government capital word dog personal try sometimes rest,ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት። ለእረፍት ይሆናል,Electronics,Watches,50000,ETB,Infinix,Hawassa,Yes,4.1,Out of Stock,0,1.61,41x18x11 cm,12,Infinix Electronics Store,3.9,"Electronics,Watches,Hawassa,Infinix,Ethiopian-made,Premium"
ETP90612,Auto Addis Accessories Deluxe student,Auto Addis ተጨማሪ ዕቃ,"authentic ethiopian accessories sourced locally. include challenge already anything lot likely. that woman maintain year.
information trade whole film world. easy want day drive cost plant",ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Automotive,Accessories,3600,ETB,Auto Addis,Mekelle,Yes,4.4,In Stock,336,1.22,28x7x10 cm,0,Auto Addis Supplier,4.1,"Automotive,Accessories,Mekelle,Auto Addis,Ethiopian-made,Best-Seller,Timket"
ETP107702,Sheba Crafts Dress special,ሸባ ስራ ባህላዊ ልብስ,SHEBA CRAFTS TRADITIONAL WEAR WITH PREMIUM FEATURES. WIFE VISIT DAY GOOD ACCORDING CLASS WHOM. SKIN ACCOUNT ARTIST GIRL MOVIE. ELSE PERFORMANCE ROOM I THEORY DRIVE. DATA NONE HAVE ENTIRE FROM DETAIL,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Traditional Wear,19000,ETB,Sheba Crafts,Mekelle,Yes,3.3,In Stock,425,1.14,49x41x4 cm,6,Sheba Crafts Tailor,3.2,"Fashion,Traditional Wear,Mekelle,Sheba Crafts,Ethiopian-made,Premium,Holiday Collection,Eid al-Fitr"
ETP89673,"Transsion-65""-Android-TV",Transsion ቴሌቪዥን ዘመናዊ,TRANSSION TELEVISIONS WITH PREMIUM FEATURES. AROUND CULTURAL DESCRIBE DATA SIX. UPON STUDENT DEGREE WANT,ረጅም ጊዜ ለመጠቀም የሚረቁ። እንኳን በአዲስ ዓመት በሰላም,Electronics,Televisions,51000,ETB,Transsion,Jijiga,No,3.3,In Stock,492,22.32,150x68x5 cm,24,Traanssion Byte Bazaar,3.1,"Electronics,Televisions,Jijiga,Transsion,Ethiopian-made,Premium,New Year Sale,Fasika"
ETP95329,Mega Mitad Bedding Standard,Mega Mitad Bedding ከፍተኛ ጥራት,Mega Mitad latest bedding model. Coach large green cut. Develop since billion of seat. concern become kitchen really already agency necessary condition effort,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Home & Kitchen,Bedding,3000,ETB,Mega Mitad,Jimma,No,4.2,Out of Stock,0,3.7,25x15x11 cm,0,Mega Mitad Mart,4.2,"Home & Kitchen,Bedding,Jimma,Mega Mitad,ethiopian-made"
ETP32514,TECNO-Headphones-Classic,ቴክኖ ሄድፎን ባህላዊ,Authentic-Ethiopian-headphones-sourced-locally.-Including-site-evening-federal-west-cell-wait.-Catch-group-stage-wind-deal.-road-factor-budget,ረጅም ጊዜ ለመጠቀም የሚረቁ። ለእረፍት ይሆናል,Electronics,Headphones,13000,ETB,TECNO,Mekelle,Yes,3.7,In Stock,461,0.24,17x16x9 cm,12,TECNO Gadget Center,3.9,"Electronics,Headphones,Mekelle,TECNO,Ethiopian-made,Best-Seller,New Year Sale"
ETP137403,Dell Smart 12,ዴል ስማርትፎን ከፍተኛ ጥራት,Dell Smartphones with premium features. Response hard red seem hard newspaper matter player. front else lawyer side ready,ረጅም ጊዜ ለመጠቀም የሚረቁ። ለቤት ተስማሚ,Electronics,Smartphones,28500,ETB,Dell,Jimma,Yes,4.3,In Stock,278,0.18,162x73x9 cm,12,Dell Byte Bazaar,4.3,"Electronics,Smartphones,Jimma,Dell,Ethiopian-made,Premium"
ETP108661,Sheba Crafts Bags Premium modern,ሸባ ስራ Bags ዘመናዊ,Sheba Crafts latest bags model. Degree serious deal under will degree protect. Too would stage Republican. church gas hospital dog concern watch life loss,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Bags,4000,ETB,Sheba Crafts,Gondar,No,3.3,In Stock,379,2.15,37x19x8 cm,0,Sheba Crafts Tailor,3.3,"fashion,Bags,gondar,Sheba Crafts,Ethiopian-made,Best-Seller"
ETP117163,Kids World Tyos Premium,Kids World Toys ዘመናዊ,Authentic Ethiopian toys sourced locally. Find professor culture partner foreign into. themselves rather degree involve social year property service others,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Baby & Kids,Toys,7200,ETB,Kids World,Addis Ababa,No,3.8,Out of Stock,0,2.65,46x9x7 cm,0,Kids World Mart,4.3,"Baby & Kids,Toys,Addis Ababa,Kids World,Ethiopian-made,Premium"
ETP34128,Ethio-Herbal-Makeup-Professional,Ethio Herbal ማጅ ባህላዊ,traditional makeup with rich craftsmanship. beautiful capital work behind wonder. care already fine suffer environment early,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Makeup,1100,ETB,Ethio Herbal,Bahir Dar,Yes,3.5,In Stock,176,0.23,8x7x6 cm,3,Ethio Herbal Beauty Shop,3.7,"Beauty & Personal Care,Makeup,bahir dar,Ethio Herbal,Ethiopian-made,Best-Seller"
